artist	album	year	track_title	producer	arranger	composer	other_roles
Richard Niles	Club Deranged	2000	The Fifth Elephant	TRUE	TRUE	TRUE	
Richard Niles	Club Deranged	2000	'Til Heaven'S Here	TRUE	TRUE	TRUE	
Richard Niles	Club Deranged	2000	Jammin' With Symphony Siddhartha	TRUE	TRUE	TRUE	
Richard Niles	Club Deranged	2000	Pie	TRUE	TRUE	TRUE	
Richard Niles	Club Deranged	2000	Three Wishes In A Dream	TRUE	TRUE	TRUE	
Richard Niles	Club Deranged	2000	Only You	TRUE	TRUE	TRUE	
Richard Niles	Club Deranged	2000	Swan Wrap	TRUE	TRUE	TRUE	
Samantha Mumba	Gotta Tell You	2000	Lately	FALSE	TRUE	FALSE	
Stephen Gateley	Billy Eliot (Original Soundtrack)	2000	I Believe	FALSE	TRUE	FALSE	
Westlife	Coast To Coast	2000	What Makes A Man	FALSE	TRUE	FALSE	
Westlife	Coast To Coast	2000	Close	FALSE	TRUE	FALSE	
Westlife	Coast To Coast	2000	Against All Odds	FALSE	TRUE	FALSE	
Westlife	Coast To Coast	2000	Angel'S Wings	FALSE	TRUE	FALSE	
Westlife	Coast To Coast	2000	Close Your Eyes	FALSE	TRUE	FALSE	
Westlife	Coast To Coast	2000	You Make Me Feel	FALSE	TRUE	FALSE	
Westlife	Coast To Coast	2000	No Place That Far	FALSE	TRUE	FALSE	
Westlife	Coast To Coast	2000	Every Little Thing You Do	FALSE	TRUE	FALSE	
Jim Mullen	Animation	2001	One Song	TRUE	FALSE	FALSE	
Jim Mullen	Animation	2001	Everybody Wants To Be A Cat	TRUE	FALSE	FALSE	
Jim Mullen	Animation	2001	A Dream Is A Wish Your Heart Makes	TRUE	FALSE	FALSE	
Jim Mullen	Animation	2001	I'Ve Got No Strings	TRUE	TRUE	FALSE	
Jim Mullen	Animation	2001	The Second Star To The Right	TRUE	FALSE	FALSE	
Jim Mullen	Animation	2001	I'M Wishing	TRUE	FALSE	FALSE	
Jim Mullen	Animation	2001	Baby Mine	TRUE	FALSE	FALSE	
Jim Mullen	Animation	2001	Give A Little Whisle	TRUE	TRUE	FALSE	
Jim Mullen	Animation	2001	You Can Fly	TRUE	FALSE	FALSE	
Jim Mullen	Animation	2001	With A Smile And A Song	TRUE	FALSE	FALSE	
Jim Mullen	Animation	2001	When You Wish Upon A Star	TRUE	FALSE	FALSE	
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	You Know You Belong To Somebody Else	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	Feeling Free And Easy	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	Almost Like Being In Love	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	Autumn Leaves	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	I Want To Be Happy	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	Summertime	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	I Remember Joe	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	Angelina	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	Interview With Tony Romano	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	New England In The Fall	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	Easy To Remember	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	Tattle Tale Eyes	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti/Tony Romano	"Never Before, Never Again Reissue"	2001	Johnny Come Lately	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Kate Winslet	A Christmas Carol	2001	What If	FALSE	TRUE	FALSE	
O-Town	O-Town	2001	All Or Nothing	FALSE	TRUE	FALSE	
Pet Shop Boys	Release	2001	Email	FALSE	TRUE	FALSE	
O-Town	O-Town	2002	All Or Nothing	FALSE	TRUE	FALSE	
Katherine Gang	Laughing At Lonely	2006	All I Want Is You	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	Someone Who Loves Me	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	Why Is This World So Strange?	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	Wall Of Dreams	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	I Can'T Let Go	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	Blue Organ	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	Love'S Got A Grudge	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	Give Me The Dream	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	For You	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	Tame Thy Pen	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	So Many Roads To Sorrow	TRUE	TRUE	TRUE	
Katherine Gang	Laughing At Lonely	2006	Boston	TRUE	TRUE	TRUE	
"Alexander Shulgin Feat  Richard Niles Quintet, Bob James, John Patitucci, Bill Cobham"	Tryptich 3	2007	14 Tracks	TRUE	TRUE	FALSE	
David Newton	Portrait Of A Woman	2007	Words Alone Can Never Say	FALSE	TRUE	FALSE	
David Newton	Portrait Of A Woman	2007	Grace	FALSE	TRUE	FALSE	
David Newton	Portrait Of A Woman	2007	Bridges Of Venice	FALSE	TRUE	FALSE	
David Newton	Portrait Of A Woman	2007	Pacific Heights	FALSE	TRUE	FALSE	
The Feeling	Join With Us	2007	This Time	FALSE	TRUE	FALSE	
The Feeling	Single	2008	Is It Christmas	FALSE	TRUE	FALSE	
Younee	True To You	2008	True To You	TRUE	TRUE	TRUE	
Younee	True To You	2008	East-West	TRUE	TRUE	TRUE	
Younee	True To You	2008	Wrong Ain'T Right	TRUE	TRUE	TRUE	
Younee	True To You	2008	Home To You	TRUE	TRUE	TRUE	
Younee	True To You	2008	I'M The One You Want	TRUE	TRUE	TRUE	
Younee	True To You	2008	Tomorrow Today	TRUE	TRUE	TRUE	
Younee	True To You	2008	I Won'T Give Up	TRUE	TRUE	TRUE	
Younee	True To You	2008	Friendly Fire	TRUE	TRUE	TRUE	
Younee	True To You	2008	Dance 'Til You'Re Flyin'	TRUE	TRUE	TRUE	
Younee	True To You	2008	This Is Our Song	TRUE	TRUE	TRUE	
Younee	True To You	2008	Here I Go Again	TRUE	TRUE	TRUE	
Younee	True To You	2008	What Can I Do	TRUE	TRUE	TRUE	
Marti Pellow	Boulevard Of Life	2009	Another Angel Dies	FALSE	TRUE	FALSE	
Marti Pellow	Boulevard Of Life	2009	Christmas	FALSE	TRUE	FALSE	
Marti Pellow	Boulevard Of Life	2009	Country Princess	FALSE	TRUE	FALSE	
Marti Pellow	Boulevard Of Life	2009	Don T Tell Her	FALSE	TRUE	FALSE	
Marti Pellow	Boulevard Of Life	2009	God'S Apology.	FALSE	TRUE	FALSE	
Marti Pellow	Boulevard Of Life	2009	Goodbye	FALSE	TRUE	FALSE	
Marti Pellow	Boulevard Of Life	2009	Jessie Lee	FALSE	TRUE	FALSE	
Marti Pellow	Boulevard Of Life	2009	Lay With Me	FALSE	TRUE	FALSE	
Marti Pellow	Boulevard Of Life	2009	Boulevard Of Life	FALSE	TRUE	FALSE	
Marti Pellow	Boulevard Of Life	2009	The Royal Bank	FALSE	TRUE	FALSE	
Marti Pellow	Boulevard Of Life	2009	Where Are You Now	FALSE	TRUE	FALSE	
Paul Mccartney	Mccartney Ii (Deluxe Edition)	2011	Blue Sway	TRUE	TRUE	FALSE	
Polly Rae	The Hurly Burly Show	2011	Bad	FALSE	TRUE	FALSE	
Polly Rae	The Hurly Burly Show	2011	It'S A Sin	FALSE	TRUE	FALSE	
Polly Rae	The Hurly Burly Show	2011	Light My Fire	FALSE	TRUE	FALSE	
Polly Rae	The Hurly Burly Show	2011	Hit Me Baby	FALSE	TRUE	FALSE	
Polly Rae	The Hurly Burly Show	2011	I Must Have That Man	FALSE	TRUE	FALSE	
Polly Rae	The Hurly Burly Show	2011	Love For Sale	FALSE	TRUE	FALSE	
Polly Rae	The Hurly Burly Show	2011	Poor Marie	FALSE	TRUE	FALSE	
Polly Rae	The Hurly Burly Show	2011	Strict Machine	FALSE	TRUE	FALSE	
Polly Rae	The Hurly Burly Show	2011	The Stripper	FALSE	TRUE	FALSE	
Ed Barker	Simple Truth	2012	12 Tracks	TRUE	FALSE	FALSE	
Elaine Gibbs & Bandzilla	Single	2013	Last Vegas	TRUE	TRUE	TRUE	
Paul Carrack	Rain Or Shine	2013	One In A Million	FALSE	TRUE	FALSE	
Paul Carrack	Rain Or Shine	2013	Time Waits For No One	FALSE	TRUE	FALSE	
Paul Carrack	Rain Or Shine	2013	If Loving You Is Wrong	FALSE	TRUE	FALSE	
Paul Carrack	Rain Or Shine	2013	Come Rain Or Come Shine	FALSE	TRUE	FALSE	
Paul Carrack	Rain Or Shine	2013	I'M Losing You	FALSE	TRUE	FALSE	
Paul Carrack	Rain Or Shine	2013	Life'S Too Short	FALSE	TRUE	FALSE	
Paul Carrack	Rain Or Shine	2013	Steppin' Stone	FALSE	TRUE	FALSE	
Paul Carrack	Rain Or Shine	2013	You Don'T Know Me	FALSE	TRUE	FALSE	
Paul Carrack	Soul Shadows	2016	Share Your Love	FALSE	TRUE	FALSE	
Paul Carrack	Soul Shadows	2016	Keep On Loving You	FALSE	TRUE	FALSE	
Paul Carrack	Soul Shadows	2016	Late At Night	FALSE	TRUE	FALSE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	Live As One	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	You Can'T Get There From Here	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	L.A. Existential	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	This World Is Mine	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	Compassion'S In Fashion	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	Stone Jungle	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	The 5Th Elephant	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	The Alligator From West 15Th	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	Love Don'T Mean A Thing	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	Scream & Holler	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	Talkin' In Whispers	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	Tip For A Toreador	TRUE	TRUE	TRUE	
Richard Niles' Bandzilla	Bandzilla Rises!!!	2016	Why Is This World So Strange?	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	Live As One	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	You Can'T Get There From Here	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	L.A. Existential	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	You Don'T Know Me	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	This World Is Mine	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	Compassion'S In Fashion	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	Stone Jungle	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	The 5Th Elephant	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	The Alligator From West 15Th	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	Love Don'T Mean A Thing	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	Scream & Holler	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	Welcome To My World	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	Talkin' In Whispers	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	Tip For A Toreador	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	Why Is This World So Strange?	TRUE	TRUE	TRUE	
Richard Niles' Kool Colossus	This World Is Mine	2017	Talkin' In Whispers (Japanese Version)	TRUE	TRUE	TRUE	
Paul Carrack	These Days	2018	Amazing	FALSE	TRUE	FALSE	
Paul Carrack	These Days	2018	Dig Deep	FALSE	TRUE	FALSE	
Paul Carrack	These Days	2018	Where Does The Time Go?	FALSE	TRUE	FALSE	
Paul Carrack	These Days	2018	Talk To Me	FALSE	TRUE	FALSE	
"Maiden Voyage Feat. Richard Niles, Chris Madin, Ian Palmer"	Single	2020	2020	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	Niles Smiles	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	Inside Story	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	Miro’s a Hero	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	Paraglide	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	Zilla Goes Clubbing	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	The Truth	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	No Miracle	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	Adam Gets Even	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	Vibraheart	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	Flaky Croissants	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	Ricky Rocks Out	TRUE	TRUE	TRUE	
Richard Niles	Niles Smiles	2023	Monochrome Velvet	TRUE	TRUE	TRUE	
Richard Niles	Adventures For Cello & Piano	2023	Dreamer Awake	TRUE	TRUE	TRUE	
Richard Niles	Adventures For Cello & Piano	2023	Imperial Quest	TRUE	TRUE	TRUE	
Richard Niles	Adventures For Cello & Piano	2023	Chrome Waterfall	TRUE	TRUE	TRUE	
Richard Niles	Adventures For Cello & Piano	2023	Chase Through Manhatten	TRUE	TRUE	TRUE	
Richard Niles	Adventures For Cello & Piano	2023	Dolphins On Holiday	TRUE	TRUE	TRUE	
Richard Niles	Adventures For Cello & Piano	2023	Blues For D.K.	TRUE	TRUE	TRUE	
Richard Niles	Adventures For Cello & Piano	2023	Sympathy Duet	TRUE	TRUE	TRUE	
Richard Niles	Adventures For Cello & Piano	2023	Only The Beginning	TRUE	TRUE	TRUE	
Richard Niles	Adventures For Cello & Piano	2023	Claire De Lune	TRUE	TRUE	TRUE	
Silvana Sanders	The Rainbow	2024	Usted No Se Da Cuenta	TRUE	FALSE	FALSE	Re-release producer
Silvana Sanders	The Rainbow	2024	Libérame De Tu Prisión	TRUE	FALSE	FALSE	Re-release producer
Silvana Sanders	The Rainbow	2024	Mira Si Te Tengo Amor	TRUE	FALSE	FALSE	Re-release producer
Silvana Sanders	The Rainbow	2024	żSabes? (Canción A Tu Memoria)	TRUE	FALSE	FALSE	Re-release producer
Silvana Sanders	The Rainbow	2024	Que Se Levante El Telón	TRUE	FALSE	FALSE	Re-release producer
Silvana Sanders	The Rainbow	2024	Basta De Guerra	TRUE	FALSE	FALSE	Re-release producer
Silvana Sanders	The Rainbow	2024	żHasta Cuándo Con La Espera?	TRUE	FALSE	FALSE	Re-release producer
Silvana Sanders	The Rainbow	2024	Devuélveme Lo Que Es Mio	TRUE	FALSE	FALSE	Re-release producer
Silvana Sanders	The Rainbow	2024	Dile	TRUE	FALSE	FALSE	Re-release producer
Silvana Sanders	The Rainbow	2024	Sobre El Arcoiris (Over The Rainbow)	TRUE	FALSE	FALSE	Re-release producer
Joe Venuti With Tony Romano	At Gold Star Studios	2025	You Know You Belong To Somebody Else	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti With Tony Romano	At Gold Star Studios	2025	Feeling Free And Easy	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti With Tony Romano	At Gold Star Studios	2025	Almost Like Being In Love	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti With Tony Romano	At Gold Star Studios	2025	Autumn Leaves	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti With Tony Romano	At Gold Star Studios	2025	I Want To Be Happy	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti With Tony Romano	At Gold Star Studios	2025	Summertime	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti With Tony Romano	At Gold Star Studios	2025	I Remember Joe	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti With Tony Romano	At Gold Star Studios	2025	Angelina	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti With Tony Romano	At Gold Star Studios	2025	Interview With Tony Romano	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti With Tony Romano	At Gold Star Studios	2025	Pigeon Toed Joad	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
Joe Venuti With Tony Romano	At Gold Star Studios	2025	I'm A Fool About My Mama	TRUE	FALSE	FALSE	"Re-mastering, and Liner Notes"
